legislative_body,bill_number,status,status_date,title,description
NY,S00818,Signed,2023-06-30,"Adjusts the effective date of the John R. Lewis Voting Rights Act of New York to July 1, 2023.","Adjusts the effective date of the John R. Lewis Voting Rights Act of New York to July 1, 2023."
NY,S00819,Signed,2023-03-03,Requires the commissioner of public health to post certain notices regarding food allergy awareness in the twelve most common non-English languages spoken by limited-English proficient individuals in the state.,Requires the commissioner of public health to post certain notices regarding food allergy awareness in the twelve most common non-English languages spoken by limited-English proficient individuals in the state.
NY,S00821,Signed,2023-03-03,"Relates to availability of certain reports detailing sales of opioids in this state; excludes the name, address and DEA registration number of the entity to whom the opioid was sold from such publication.","Relates to availability of certain reports detailing sales of opioids in this state; excludes the name, address and DEA registration number of the entity to whom the opioid was sold from such publication."
NY,S00822,Signed,2023-03-03,"Permits electronic correspondence with regard to determinations on objections to designating petitions, independent nominating petitions, certificates of nomination or ballot access documents upon the consent of the objector.","Permits electronic correspondence with regard to determinations on objections to designating petitions, independent nominating petitions, certificates of nomination or ballot access documents upon the consent of the objector."
NY,S00823,Signed,2023-03-24,"Requires that applications submitted by individuals with developmental disabilities for eligibility determinations and service authorizations be processed in a timely manner; provides that where such application is not reasonably clear or omits required information or where the office reasonably suspects fraud based on specific information available, the office shall notify the applicant in writing requesting the specific information needed to process such application; removes reporting requirements.","Requires that applications submitted by individuals with developmental disabilities for eligibility determinations and service authorizations be processed in a timely manner; provides that where such application is not reasonably clear or omits required information or where the office reasonably suspects fraud based on specific information available, the office shall notify the applicant in writing requesting the specific information needed to process such application; removes reporting requirements."
NY,S00824,Signed,2023-03-03,Makes technical amendments to chapter requiring insurance coverage for colorectal cancer screenings.,Makes technical amendments to chapter requiring insurance coverage for colorectal cancer screenings.
NY,S00825,Signed,2023-03-03,"Relates to requiring insurance coverage by every large group policy which provides medical, major medical, or comprehensive-type coverage for pre-exposure prophylaxis and post-exposure prophylaxis to prevent HIV infection.","Relates to requiring insurance coverage by every large group policy which provides medical, major medical, or comprehensive-type coverage for pre-exposure prophylaxis and post-exposure prophylaxis to prevent HIV infection."
NY,S00830,Signed,2023-03-03,"Relates to window coverings required in child day care centers; requires child day care centers to ensure that all window and door blind cords, ropes, wires and other strangulation hazards are secured and inaccessible to children in accordance with the regulations of the office of children and family services.","Relates to window coverings required in child day care centers; requires child day care centers to ensure that all window and door blind cords, ropes, wires and other strangulation hazards are secured and inaccessible to children in accordance with the regulations of the office of children and family services."
NY,S00831,Signed,2023-03-03,"Requires state approved education or training programs required for certification or recertification of home health aides, personal care aides, and certified nurse aides to include training in working with patients of diverse sexual orientations and gender identities or expressions within twelve months; eliminates the requirement of such training for personal care staff.","Requires state approved education or training programs required for certification or recertification of home health aides, personal care aides, and certified nurse aides to include training in working with patients of diverse sexual orientations and gender identities or expressions within twelve months; eliminates the requirement of such training for personal care staff."
NY,S00832,Signed,2023-03-24,"Excludes certain runaway youths from being able to consent to certain medical, dental, health and hospital services.","Excludes certain runaway youths from being able to consent to certain medical, dental, health and hospital services."
NY,S00833,Signed,2023-03-24,"Amends the effectiveness of a chapter of the laws of 2022 amending the insurance law relating to the provision of supplemental spousal liability insurance to persons who are insured for loss resulting from the ownership, maintenance and use of a motor vehicle.","Amends the effectiveness of a chapter of the laws of 2022 amending the insurance law relating to the provision of supplemental spousal liability insurance to persons who are insured for loss resulting from the ownership, maintenance and use of a motor vehicle."
NY,S00834,Signed,2023-03-03,"Relates to the carpet collection program; defines ""carpet collection program"" as a program financed and implemented by producers, either individually, or through a representative organization, that provides for, but is not limited to, the collection, transportation, reuse, recycling, proper end-of-life management, or an appropriate combination thereof, of discarded carpet; extends the deadlines of certain provisions of law; makes technical corrections.","Relates to the carpet collection program; defines ""carpet collection program"" as a program financed and implemented by producers, either individually, or through a representative organization, that provides for, but is not limited to, the collection, transportation, reuse, recycling, proper end-of-life management, or an appropriate combination thereof, of discarded carpet; extends the deadlines of certain provisions of law; makes technical corrections."
NY,S00835,Signed,2023-03-03,Directs the commissioner of health to establish guidelines for onsite opioid overdose response capacity in nightlife establishments; repeals provisions establishing the nightlife opioid antagonist program.,Directs the commissioner of health to establish guidelines for onsite opioid overdose response capacity in nightlife establishments; repeals provisions establishing the nightlife opioid antagonist program.
NY,S00837,Signed,2023-03-24,Protects the confidentiality of vaccine information; relates to the sharing of vaccine registry information; provides that anyone requiring an immunization passport shall accept a valid COVID-19 Vaccination Record Card.,Protects the confidentiality of vaccine information; relates to the sharing of vaccine registry information; provides that anyone requiring an immunization passport shall accept a valid COVID-19 Vaccination Record Card.
NY,S00838,Signed,2023-03-03,Clarifies provisions related to a registration system for contractors and subcontractors engaged in public work and covered projects.,Clarifies provisions related to a registration system for contractors and subcontractors engaged in public work and covered projects.
NY,S00842,Signed,2023-03-03,Makes clarifying changes to the exemption of real property of an applicable battery park city property from payments in lieu of taxes (PILOT).,Makes clarifying changes to the exemption of real property of an applicable battery park city property from payments in lieu of taxes (PILOT).
NY,S00843,Signed,2023-03-03,"Provides that in a city school district in a city having a population of one million or more inhabitants, a plan developed in collaboration with the collective bargaining units representing teachers and the principals beginning in September 2022 and signed off on by the chancellor and the presidents of each bargaining unit, to reduce class sizes beginning September 2023 and to be achieved by September 2028 for all classes; requires a report on or before November 15, 2023 and on or before November 15th of each year thereafter; further requires the city school district to submit a financial impact statement on November 15, 2025.","Provides that in a city school district in a city having a population of one million or more inhabitants, a plan developed in collaboration with the collective bargaining units representing teachers and the principals beginning in September 2022 and signed off on by the chancellor and the presidents of each bargaining unit, to reduce class sizes beginning September 2023 and to be achieved by September 2028 for all classes; requires a report on or before November 15, 2023 and on or before November 15th of each year thereafter; further requires the city school district to submit a financial impact statement on November 15, 2025."
NY,S00848,Signed,2023-03-03,Requires an employer to recognize the establishment of a workplace safety committee within fifteen business days.,Requires an employer to recognize the establishment of a workplace safety committee within fifteen business days.
NY,S00849,Signed,2023-03-03,Modifies the requirements for in-service training programs designed to assist code enforcement personnel in maintaining skills and being informed of technological advances.,Modifies the requirements for in-service training programs designed to assist code enforcement personnel in maintaining skills and being informed of technological advances.
NY,S00852,Signed,2023-03-03,"Relates to the accessibility of congressional, senatorial, assembly and election district maps in downloadable digital file formats compatible with geographic information (GIS) software.","Relates to the accessibility of congressional, senatorial, assembly and election district maps in downloadable digital file formats compatible with geographic information (GIS) software."
NY,S00855,Signed,2023-03-03,Clarifies provisions related to a state-level program of all-inclusive care for the elderly.,Clarifies provisions related to a state-level program of all-inclusive care for the elderly.
NY,S00857,Signed,2023-03-24,"Establishes the Flax Pond tidal wetlands sanctuary; establishes uses for the sanctuary, including the limited use of certain boats; repeals provisions prohibiting boating in the Flax Pond tidal wetlands sanctuary.","Establishes the Flax Pond tidal wetlands sanctuary; establishes uses for the sanctuary, including the limited use of certain boats; repeals provisions prohibiting boating in the Flax Pond tidal wetlands sanctuary."
NY,S00858,Signed,2023-03-03,"Requires that when the state is purchasing commodities and such commodities are available and purchased from approved charitable non-profit-making agencies for the blind, the preferred source shall perform fifty percent or more of the work.","Requires that when the state is purchasing commodities and such commodities are available and purchased from approved charitable non-profit-making agencies for the blind, the preferred source shall perform fifty percent or more of the work."
NY,S00859,Signed,2023-03-03,Provides that state lottery and video lottery gaming individual prizes in excess of one million dollars when aggregated exceeds twenty-five percent of a district's adjusted gross income shall be excluded from such district's adjusted gross income for the year.,Provides that state lottery and video lottery gaming individual prizes in excess of one million dollars when aggregated exceeds twenty-five percent of a district's adjusted gross income shall be excluded from such district's adjusted gross income for the year.
NY,S00940,Signed,2024-11-22,Provides that certain entities may not require a person to provide a copy of his or her criminal history record under certain circumstances.,Provides that certain entities may not require a person to provide a copy of his or her criminal history record under certain circumstances.
NY,S00945,Signed,2023-09-15,Amends election law to accurately reflect proper cross reference relating to the operational failure of a voting machine.,Amends election law to accurately reflect proper cross reference relating to the operational failure of a voting machine.
NY,S00967,Passed,2024-12-02,Relates to setting a minimum and maximum delinquent tax interest rate for payments due on residential real property.,Relates to setting a minimum and maximum delinquent tax interest rate for payments due on residential real property.
NY,S00993,Signed,2023-06-25,"Requires the office of addiction services and supports to assure that persons who suffer from a substance use disorder have the right to seek and receive addiction services, care, treatment and rehabilitation services based on the individual's gender identity, gender expression and/or sexual orientation.","Requires the office of addiction services and supports to assure that persons who suffer from a substance use disorder have the right to seek and receive addiction services, care, treatment and rehabilitation services based on the individual's gender identity, gender expression and/or sexual orientation."
NY,S00995,Signed,2023-12-22,Relates to the disclosure of beneficial owners of limited liability companies and foreign limited liability companies and certain information about such beneficial owners; requires the secretary of state to maintain a public database of all business entities organized in the state and all foreign business entities with authority to do business in the state.,Relates to the disclosure of beneficial owners of limited liability companies and foreign limited liability companies and certain information about such beneficial owners; requires the secretary of state to maintain a public database of all business entities organized in the state and all foreign business entities with authority to do business in the state.
NY,S01001,Signed,2024-06-28,Prohibits insurers from restricting or imposing delays in the distribution of antiretroviral prescription drugs prescribed to a person for the treatment or prevention of the human immunodeficiency virus (HIV) or acquired immunodeficiency syndrome (AIDS).,Prohibits insurers from restricting or imposing delays in the distribution of antiretroviral prescription drugs prescribed to a person for the treatment or prevention of the human immunodeficiency virus (HIV) or acquired immunodeficiency syndrome (AIDS).
NY,S01042,Signed,2023-09-29,"Includes ""deep fake"" images created by digitization within the definition of unlawful dissemination or publication of an intimate image.","Includes ""deep fake"" images created by digitization within the definition of unlawful dissemination or publication of an intimate image."
NY,S01054,Signed,2023-12-08,Increases the number of cuisine trails in the state.,Increases the number of cuisine trails in the state.
NY,S01066,Signed,2023-06-23,"Provides certain legal protections for reproductive health service providers who provide legally protected health activities including protection from extradition, arrest and legal proceedings in other states relating to such services; restricts the use of evidence relating to the involvement of a party in providing legally protected health activity to persons located out-of-state.","Provides certain legal protections for reproductive health service providers who provide legally protected health activities including protection from extradition, arrest and legal proceedings in other states relating to such services; restricts the use of evidence relating to the involvement of a party in providing legally protected health activity to persons located out-of-state."
NY,S01068,Signed,2023-09-15,"Exempts the East Dunkirk Volunteer Fire Company, Inc. from the requirement that the percentage of non-resident fire department members not exceed forty-five percent of the membership.","Exempts the East Dunkirk Volunteer Fire Company, Inc. from the requirement that the percentage of non-resident fire department members not exceed forty-five percent of the membership."
NY,S01138,Signed,2023-09-15,Expands the use of foreign fire insurance premium taxes by the Volunteer and Exempt Firemen's Benevolent Association of Lewiston Fire Company No. 1.,Expands the use of foreign fire insurance premium taxes by the Volunteer and Exempt Firemen's Benevolent Association of Lewiston Fire Company No. 1.
NY,S01160,Passed,2024-12-02,"Provides that school districts may hold elections in any building owned or leased by the district, in addition to any district schoolhouse.","Provides that school districts may hold elections in any building owned or leased by the district, in addition to any district schoolhouse."
NY,S01161,Signed,2023-09-06,"Increases compensation schedule in case of disability; provides that compensation after July 1, 2026 shall not be less than one-fifth of the New York state average weekly wage unless the employee's weekly wage is equal to or less than one-fifth the weekly wage, then they shall receive the entire amount.","Increases compensation schedule in case of disability; provides that compensation after July 1, 2026 shall not be less than one-fifth of the New York state average weekly wage unless the employee's weekly wage is equal to or less than one-fifth the weekly wage, then they shall receive the entire amount."
NY,S01195,Passed,2024-12-02,Requires the department of agriculture and markets to maintain a publicly available database of the results of its graded inspections on its website; requires the department to provide information as to where a customer may file a consumer report; requires the department to facilitate and coordinate the planning and implementation of an awareness and educational program to inform the general public on the standards retail food stores shall meet and how consumers may report retail food stores with poor sanitary conditions.,Requires the department of agriculture and markets to maintain a publicly available database of the results of its graded inspections on its website; requires the department to provide information as to where a customer may file a consumer report; requires the department to facilitate and coordinate the planning and implementation of an awareness and educational program to inform the general public on the standards retail food stores shall meet and how consumers may report retail food stores with poor sanitary conditions.
NY,S01196,Signed,2023-12-22,"Requires health insurance policies and medicaid to cover biomarker testing for diagnosis, treatment, appropriate management, or ongoing monitoring of a covered person's disease or condition when the test is supported by medical and scientific evidence.","Requires health insurance policies and medicaid to cover biomarker testing for diagnosis, treatment, appropriate management, or ongoing monitoring of a covered person's disease or condition when the test is supported by medical and scientific evidence."
NY,S01268,Signed,2023-09-15,Permits the electronic appearance of a defendant in the county of Orleans.,Permits the electronic appearance of a defendant in the county of Orleans.
NY,S01318,Signed,2023-03-03,Clarifies the excess line insurance placement affidavit requirements.,Clarifies the excess line insurance placement affidavit requirements.
NY,S01319,Signed,2023-06-30,Creates clinical standards and special consideration and processes for utilization review related to care for medically fragile children; makes changes to the effectiveness thereof.,Creates clinical standards and special consideration and processes for utilization review related to care for medically fragile children; makes changes to the effectiveness thereof.
NY,S01322,Signed,2023-03-24,Prohibits the use of perfluoroalkyl and polyfluoroalkyl substances in apparel and outdoor apparel for severe wet conditions.,Prohibits the use of perfluoroalkyl and polyfluoroalkyl substances in apparel and outdoor apparel for severe wet conditions.
NY,S01324,Signed,2023-03-24,Relates to definitions of certain terms relating to the NYS medical indemnity fund; repeals certain provisions relating to claims for qualifying health care costs under the NYS medical indemnity fund; and relates to the effectiveness of certain provisions relating to the NYS medical indemnity fund.,Relates to definitions of certain terms relating to the NYS medical indemnity fund; repeals certain provisions relating to claims for qualifying health care costs under the NYS medical indemnity fund; and relates to the effectiveness of certain provisions relating to the NYS medical indemnity fund.
NY,S01326,Signed,2023-03-03,"Relates to disclosure and advertisement of a job, promotion, or transfer opportunity that will physically be performed, at least in part, in the state of New York, including a job, promotion, or transfer opportunity that will physically be performed outside of New York but reports to a supervisor, office, or other work site in New York; defines ""advertise"" to mean to make available to a pool of potential applicants for internal or public viewing, including electronically, a written description of an employment opportunity; makes technical corrections.","Relates to disclosure and advertisement of a job, promotion, or transfer opportunity that will physically be performed, at least in part, in the state of New York, including a job, promotion, or transfer opportunity that will physically be performed outside of New York but reports to a supervisor, office, or other work site in New York; defines ""advertise"" to mean to make available to a pool of potential applicants for internal or public viewing, including electronically, a written description of an employment opportunity; makes technical corrections."
NY,S01327,Signed,2023-03-24,Relates to certain deadlines for voter registration; changes the amount of time required with respect to certain deadlines for voter registration procedures.,Relates to certain deadlines for voter registration; changes the amount of time required with respect to certain deadlines for voter registration procedures.
NY,S01330,Signed,2023-03-03,"Provides that no insurance contract or agreement between a health insurance plan and a health care provider, other than a residential health care facility, shall include a provision that: contains a most-favored-nation provision; or restricts the ability of a corporation, an entity that contracts with a corporation for a provider network, or a health care provider to disclose certain costs, prices or information; extends the effective date from January 1, 2023 until July 1, 2023.","Provides that no insurance contract or agreement between a health insurance plan and a health care provider, other than a residential health care facility, shall include a provision that: contains a most-favored-nation provision; or restricts the ability of a corporation, an entity that contracts with a corporation for a provider network, or a health care provider to disclose certain costs, prices or information; extends the effective date from January 1, 2023 until July 1, 2023."
NY,S01331,Signed,2023-03-24,Provides for the synchronization of multiple prescriptions for recipients of medical assistance.,Provides for the synchronization of multiple prescriptions for recipients of medical assistance.
NY,S01334,Signed,2023-03-03,"Repeals alternative notice provisions for certain proceedings to convey title to abandoned commercial and industrial real property to a city, town, or village.","Repeals alternative notice provisions for certain proceedings to convey title to abandoned commercial and industrial real property to a city, town, or village."
NY,S01336,Signed,2023-03-03,Makes technical corrections to the Lorena Borjas transgender and non-binary (TGNB) wellness and equity program fund act.,Makes technical corrections to the Lorena Borjas transgender and non-binary (TGNB) wellness and equity program fund act.
NY,S01338,Signed,2023-03-03,Requires notice to members of the legislature and certain local officials relating to certain construction and other projects affecting such members' and officials' districts.,Requires notice to members of the legislature and certain local officials relating to certain construction and other projects affecting such members' and officials' districts.
NY,S01343,Signed,2023-03-03,Relates to the purchase or lease of zero emission vehicles and charging or fueling infrastructure by state agencies and the necessary requirements when making such procurements.,Relates to the purchase or lease of zero emission vehicles and charging or fueling infrastructure by state agencies and the necessary requirements when making such procurements.
NY,S01346,Signed,2023-03-24,Directs each state agency to prepare a state fleet decarbonization plan for purchase or lease of state agency vehicles.,Directs each state agency to prepare a state fleet decarbonization plan for purchase or lease of state agency vehicles.
NY,S01348,Signed,2023-03-03,Relates to notification changes to the model contract with managed care providers under the medical assistance program; requires the department to post on its website certain changes required to be submitted to the centers for medicare and medicaid.,Relates to notification changes to the model contract with managed care providers under the medical assistance program; requires the department to post on its website certain changes required to be submitted to the centers for medicare and medicaid.
NY,S01349,Signed,2023-03-24,"Authorizes residents of assisted living programs to receive hospice services, subject to the availability of federal financial participation.","Authorizes residents of assisted living programs to receive hospice services, subject to the availability of federal financial participation."
NY,S01350,Signed,2023-03-24,Relates to brand-name drugs with and without an AB generic equivalent; amends the effective date from January to July next succeeding the date on which it shall have become a law.,Relates to brand-name drugs with and without an AB generic equivalent; amends the effective date from January to July next succeeding the date on which it shall have become a law.
NY,S01351,Signed,2023-03-03,Relates to legal protections against the arrest and extradition of reproductive health service providers who perform services lawfully in the state of New York; prohibits the cooperation with out-of-state investigations related to the performance or aiding in the performance of an abortion performed within the state of New York.,Relates to legal protections against the arrest and extradition of reproductive health service providers who perform services lawfully in the state of New York; prohibits the cooperation with out-of-state investigations related to the performance or aiding in the performance of an abortion performed within the state of New York.
NY,S01353,Signed,2023-03-24,Exempts certain income and resources provided to persons enrolled in certain pilot programs in determining eligibility for public assistance benefits; requires federal waivers be sought where necessary.,Exempts certain income and resources provided to persons enrolled in certain pilot programs in determining eligibility for public assistance benefits; requires federal waivers be sought where necessary.
NY,S01381,Signed,2023-11-17,Requires a proposed amendment to the constitution or other question provided by law to be submitted to a statewide vote be submitted to the people for their approval in plain language which is deemed to be no higher than an eighth grade reading level.,Requires a proposed amendment to the constitution or other question provided by law to be submitted to a statewide vote be submitted to the people for their approval in plain language which is deemed to be no higher than an eighth grade reading level.
NY,S01451,Signed,2023-12-08,Relates to collaborative models for addressing health care disparities.,Relates to collaborative models for addressing health care disparities.
NY,S01466,Signed,2023-11-17,Authorizes payments to nonparticipating or nonpreferred providers of ambulance services licensed under article 30 of the public health law.,Authorizes payments to nonparticipating or nonpreferred providers of ambulance services licensed under article 30 of the public health law.
NY,S01470,Passed,2024-12-02,"Provides that no policy of group accident, group health or group accident and health shall impose copayments for physical or occupational therapy greater than the copay for similar services provided by a physician.","Provides that no policy of group accident, group health or group accident and health shall impose copayments for physical or occupational therapy greater than the copay for similar services provided by a physician."
NY,S01498,Signed,2023-05-11,Relates to the transfer and use of certain state land to the city of New Rochelle for the construction of municipal fire services and affordable housing; extends authority to transfer.,Relates to the transfer and use of certain state land to the city of New Rochelle for the construction of municipal fire services and affordable housing; extends authority to transfer.
NY,S01522,Signed,2023-11-17,"Replaces all instances of the words or variations of the words feminine hygiene products and sanitary napkins with the words menstrual products and pads, respectively, or a variation thereof.","Replaces all instances of the words or variations of the words feminine hygiene products and sanitary napkins with the words menstrual products and pads, respectively, or a variation thereof."
NY,S01684,Signed,2023-12-08,Relates to the information to be included in vacancy rate studies.,Relates to the information to be included in vacancy rate studies.
NY,S01688,Signed,2023-11-17,Relates to the use of waste tire management and recycling fee funds; directs certain funds to be used by the department of economic development for funding demonstration projects relating to reuse in agricultural settings and for conducting analysis of waste tire reuse opportunities.,Relates to the use of waste tire management and recycling fee funds; directs certain funds to be used by the department of economic development for funding demonstration projects relating to reuse in agricultural settings and for conducting analysis of waste tire reuse opportunities.
NY,S01690,Signed,2023-12-08,Relates to the capital access program; focuses on minority and women-owned business enterprises and small businesses located in highly distressed areas to assist them in processing and being approved for qualifying program loans; requires the engagement in outreach and marketing to financial institutions to increase awareness of the program.,Relates to the capital access program; focuses on minority and women-owned business enterprises and small businesses located in highly distressed areas to assist them in processing and being approved for qualifying program loans; requires the engagement in outreach and marketing to financial institutions to increase awareness of the program.
NY,S01714,Signed,2023-08-23,Extends provisions which authorize the town of Islip to lease certain lands to a business corporation.,Extends provisions which authorize the town of Islip to lease certain lands to a business corporation.
NY,S01732,Signed,2023-09-07,Relates to student governments in secondary schools that have no districtwide or school building peer selected student government.,Relates to student governments in secondary schools that have no districtwide or school building peer selected student government.
NY,S01733,Signed,2023-09-20,"Requires local boards of education, BOCES, charter schools and non public schools to adopt policies to promote student voter registration and pre-registration, including procedures for providing access to voter registration and pre-registration applications during the school year and assistance with filing such applications and informing students of the state requirements for voter registration and pre-registration.","Requires local boards of education, BOCES, charter schools and non public schools to adopt policies to promote student voter registration and pre-registration, including procedures for providing access to voter registration and pre-registration applications during the school year and assistance with filing such applications and informing students of the state requirements for voter registration and pre-registration."
NY,S01783,Signed,2023-11-30,"Establishes the lesbian, gay, bisexual and transgender, and people living with HIV long-term care facility residents' bill of rights; prohibits a long-term care facility or facility staff from discriminating against any resident on the basis of such resident's actual or perceived sexual orientation, gender identity or expression, or HIV status.","Establishes the lesbian, gay, bisexual and transgender, and people living with HIV long-term care facility residents' bill of rights; prohibits a long-term care facility or facility staff from discriminating against any resident on the basis of such resident's actual or perceived sexual orientation, gender identity or expression, or HIV status."
NY,S01792,Signed,2023-11-17,"Designates March 8th each year as a day of commemoration, to be known as International Women's Day.","Designates March 8th each year as a day of commemoration, to be known as International Women's Day."
NY,S01794,Signed,2023-11-17,Relates to the classification of the town of Ulster in the county of Ulster.,Relates to the classification of the town of Ulster in the county of Ulster.
NY,S01856,Signed,2023-12-22,Enacts the birds and bees protection act; prohibits the sale of certain pesticides or use of seeds coated with such pesticides; requires the department of environmental conservation to review the latest scientific information concerning certain pesticide active ingredients.,Enacts the birds and bees protection act; prohibits the sale of certain pesticides or use of seeds coated with such pesticides; requires the department of environmental conservation to review the latest scientific information concerning certain pesticide active ingredients.
NY,S01873,Signed,2023-12-08,"Relates to the maximum number of employees that a minority and women-owned business enterprise may have during a declared state disaster emergency or other emergency or critical need; changes such maximum from three hundred employees to three hundred employees who work thirty or more hours per week over the period of fifty-two weeks for a total of 1,560 hours worked.","Relates to the maximum number of employees that a minority and women-owned business enterprise may have during a declared state disaster emergency or other emergency or critical need; changes such maximum from three hundred employees to three hundred employees who work thirty or more hours per week over the period of fifty-two weeks for a total of 1,560 hours worked."
NY,S01898,Signed,2023-10-25,Requires the commissioner of taxation and finance to include space on the personal income tax return to enable a taxpayer to make a contribution to the cure childhood cancer research fund.,Requires the commissioner of taxation and finance to include space on the personal income tax return to enable a taxpayer to make a contribution to the cure childhood cancer research fund.
NY,S01902,Signed,2023-09-14,"Requires notice to unemployment applicants of the supplemental nutrition assistance program and the special supplemental nutrition program for women, infants and children (WIC).","Requires notice to unemployment applicants of the supplemental nutrition assistance program and the special supplemental nutrition program for women, infants and children (WIC)."
NY,S01931,Signed,2023-12-22,"Prohibits residential and commercial properties from operating digital billboards or signs that use flashing, intermittent or moving lights near certain Mitchell-Lama housing within a city with a population of one million or more.","Prohibits residential and commercial properties from operating digital billboards or signs that use flashing, intermittent or moving lights near certain Mitchell-Lama housing within a city with a population of one million or more."
NY,S01974,Passed,2024-12-02,Relates to contracted network pharmacy use.,Relates to contracted network pharmacy use.
NY,S02063,Passed,2024-12-02,Provides coverage for scalp cooling systems used to preserve hair during cancer chemotherapy treatment.,Provides coverage for scalp cooling systems used to preserve hair during cancer chemotherapy treatment.
NY,S02076,Signed,2023-07-19,Relates to certain payments to the horsemen's organization; extends such provisions to 2024.,Relates to certain payments to the horsemen's organization; extends such provisions to 2024.
NY,S02077,Signed,2023-09-29,Extends the provisions relating to the New York state thoroughbred breeding and development fund until twelve years after the commencement of the operation of a video lottery terminal facility at Aqueduct racetrack.,Extends the provisions relating to the New York state thoroughbred breeding and development fund until twelve years after the commencement of the operation of a video lottery terminal facility at Aqueduct racetrack.
NY,S02099,Signed,2023-11-17,Enacts Matthew's law which provides for the dispensing of drug adulterant testing supplies by health care professionals or pharmacists to any person.,Enacts Matthew's law which provides for the dispensing of drug adulterant testing supplies by health care professionals or pharmacists to any person.
NY,S02163,Signed,2023-12-13,"Prohibits any person, corporation, association, or other entity from slaughtering a horse where such person, corporation, association, or other entity knows or has reason to know that such horse will be used for human or animal consumption; prohibits any person, corporation, association, or other entity from possessing, selling, importing, etc., a horse or horseflesh if such person, corporation, association, or other entity knows or should have known that any part of such horse or horseflesh will be used for human or animal consumption; provides penalties for violation.","Prohibits any person, corporation, association, or other entity from slaughtering a horse where such person, corporation, association, or other entity knows or has reason to know that such horse will be used for human or animal consumption; prohibits any person, corporation, association, or other entity from possessing, selling, importing, etc., a horse or horseflesh if such person, corporation, association, or other entity knows or should have known that any part of such horse or horseflesh will be used for human or animal consumption; provides penalties for violation."
NY,S02202,Signed,2023-09-29,"Designates a portion of the state highway system as the ""Trooper Theodore A. Dobbs Memorial Bridge"" in the town of North Hempstead, county of Nassau.","Designates a portion of the state highway system as the ""Trooper Theodore A. Dobbs Memorial Bridge"" in the town of North Hempstead, county of Nassau."
NY,S02222,Signed,2023-03-24,"Requires the department of environmental conservation to post draft strategies and methodology developed no later than July 1, 2024; requires at least one public hearing and posting of the final goal strategies and methodology on such department's website.","Requires the department of environmental conservation to post draft strategies and methodology developed no later than July 1, 2024; requires at least one public hearing and posting of the final goal strategies and methodology on such department's website."
NY,S02229,Signed,2023-03-03,Provides that a veteran seeking a housing loan under chapter 37 of title 38 of the United States Code be offered loan counseling services by a counselor certified by the United States department of housing and urban development under Part 214 of Title 24 of the Code of Federal Regulations prior to the processing of such application by a banking institution or mortgage lender and that the department of veterans' services shall promulgate regulations to ensure that no conflicts of interest exist between counselors and mortgage companies.,Provides that a veteran seeking a housing loan under chapter 37 of title 38 of the United States Code be offered loan counseling services by a counselor certified by the United States department of housing and urban development under Part 214 of Title 24 of the Code of Federal Regulations prior to the processing of such application by a banking institution or mortgage lender and that the department of veterans' services shall promulgate regulations to ensure that no conflicts of interest exist between counselors and mortgage companies.
NY,S02230,Signed,2023-03-03,Specifies procedures for the closure and/or decertification of assisted living residences; requires certain review and disclosures to be completed within a certain time frame.,Specifies procedures for the closure and/or decertification of assisted living residences; requires certain review and disclosures to be completed within a certain time frame.
NY,S02233,Signed,2023-03-03,Authorizes the Bais Torah U'tefillah to receive retroactive real property tax exempt status upon approval by the Nassau county legislature.,Authorizes the Bais Torah U'tefillah to receive retroactive real property tax exempt status upon approval by the Nassau county legislature.
NY,S02271,Signed,2024-11-22,"Clarifies requirements for acknowledgements, proofs, oaths and affirmations without the state.","Clarifies requirements for acknowledgements, proofs, oaths and affirmations without the state."
NY,S02330,Signed,2023-11-17,Requires the superintendent of financial services to make public any rate filing or application submitted by long term care insurance carriers; requires certain notices be provided to policyholders and certificate holders regarding premium rate increases.,Requires the superintendent of financial services to make public any rate filing or application submitted by long term care insurance carriers; requires certain notices be provided to policyholders and certificate holders regarding premium rate increases.
NY,S02372,Signed,2023-11-10,Requires the publication of the number of veterans or surviving spouses of veterans on certain housing waiting lists.,Requires the publication of the number of veterans or surviving spouses of veterans on certain housing waiting lists.
NY,S02391,Signed,2023-10-25,Modifies income limits for medical assistance to certain disabled individuals.,Modifies income limits for medical assistance to certain disabled individuals.
NY,S02399,Signed,2024-01-26,Relates to the secure choice savings program and participating individuals; authorizes freelancers and the self-employed the option of enrolling in such program.,Relates to the secure choice savings program and participating individuals; authorizes freelancers and the self-employed the option of enrolling in such program.
NY,S02413,Signed,2024-11-11,Provides for an annual adjustment for reimbursements for certain veterans funerals.,Provides for an annual adjustment for reimbursements for certain veterans funerals.
NY,S02442,Signed,2023-06-25,"Relates to the definition of ""sexual orientation"" as applicable to the human rights law.","Relates to the definition of ""sexual orientation"" as applicable to the human rights law."
NY,S02473,Signed,2023-12-08,Relates to certified public accountants; requires that a majority of the ownership of a professional service corporation formed to lawfully engage in the practice of public accountancy as a firm are individuals licensed to practice public accountancy in some state; enacts similar provisions for partnerships and LLCs.,Relates to certified public accountants; requires that a majority of the ownership of a professional service corporation formed to lawfully engage in the practice of public accountancy as a firm are individuals licensed to practice public accountancy in some state; enacts similar provisions for partnerships and LLCs.
