UUID,legislative_body,bill_number,status,status_date,title,description,legiscan_url,last_action
US-HR131,US,HR131,Introduced,2025-02-13,Providing amounts for the expenses of the Committee on Ethics in the One Hundred Nineteenth Congress.,Providing amounts for the expenses of the Committee on Ethics in the One Hundred Nineteenth Congress.,https://legiscan.com/US/bill/HR131/2025,Referred to the House Committee on House Administration.
US-HR132,US,HR132,Introduced,2025-02-13,Censuring Representative Robert Garcia of California for inciting violence against a special government employee.,Censuring Representative Robert Garcia of California for inciting violence against a special government employee.,https://legiscan.com/US/bill/HR132/2025,Referred to the House Committee on Ethics.
US-HR133,US,HR133,Introduced,2025-02-13,"Expressing support for the designation of February 15 through February 22, 2025, as ""National FFA Week"", recognizing the important role of the National FFA Organization in developing the next generation of leaders who will change the world, and celebrating the 90th anniversary of New Farmers of America and the 75th anniversary of the Federal charter to Future Farmers of America.","Expressing support for the designation of February 15 through February 22, 2025, as ""National FFA Week"", recognizing the important role of the National FFA Organization in developing the next generation of leaders who will change the world, and celebrating the 90th anniversary of New Farmers of America and the 75th anniversary of the Federal charter to Future Farmers of America.",https://legiscan.com/US/bill/HR133/2025,Referred to the House Committee on Agriculture.
US-HR134,US,HR134,Introduced,2025-02-13,Providing for consideration of the bill (H.R. 185) to advance responsible policies.,Providing for consideration of the bill (H.R. 185) to advance responsible policies.,https://legiscan.com/US/bill/HR134/2025,Referred to the House Committee on Rules.
US-HR135,US,HR135,Introduced,2025-02-13,Affirming the nature and importance of the North Atlantic Treaty Organization and Article 5 commitments under the North Atlantic Treaty.,Affirming the nature and importance of the North Atlantic Treaty Organization and Article 5 commitments under the North Atlantic Treaty.,https://legiscan.com/US/bill/HR135/2025,Referred to the House Committee on Foreign Affairs.
US-HR136,US,HR136,Introduced,2025-02-13,"Expressing support for the designation of February 2025 as ""Hawaiian Language Month"" or ""'Olelo Hawai'i Month"".","Expressing support for the designation of February 2025 as ""Hawaiian Language Month"" or ""'Olelo Hawai'i Month"".",https://legiscan.com/US/bill/HR136/2025,Referred to the House Committee on Education and Workforce.
US-HR137,US,HR137,Introduced,2025-02-14,"Designating the House Press Gallery, Rooms H-315, H-316, H-317, H-318, and H-319 in the United States Capitol, as the ""Frederick Douglass Press Gallery"".","Designating the House Press Gallery, Rooms H-315, H-316, H-317, H-318, and H-319 in the United States Capitol, as the ""Frederick Douglass Press Gallery"".",https://legiscan.com/US/bill/HR137/2025,Referred to the House Committee on Transportation and Infrastructure.
US-HR138,US,HR138,Introduced,2025-02-14,Providing amounts for the expenses of the Committee on Foreign Affairs in the One Hundred Nineteenth Congress.,Providing amounts for the expenses of the Committee on Foreign Affairs in the One Hundred Nineteenth Congress.,https://legiscan.com/US/bill/HR138/2025,Referred to the House Committee on House Administration.
US-HR139,US,HR139,Introduced,2025-02-14,"Calling on the United Kingdom, France, and Germany (E3) to initiate the snapback of sanctions on Iran under United Nations Security Council Resolution 2231 (2015).","Calling on the United Kingdom, France, and Germany (E3) to initiate the snapback of sanctions on Iran under United Nations Security Council Resolution 2231 (2015).",https://legiscan.com/US/bill/HR139/2025,Referred to the House Committee on Foreign Affairs.
US-HR140,US,HR140,Introduced,2025-02-14,Providing amounts for the expenses of the Committee on Education and Workforce in the One Hundred Nineteenth Congress.,Providing amounts for the expenses of the Committee on Education and Workforce in the One Hundred Nineteenth Congress.,https://legiscan.com/US/bill/HR140/2025,Referred to the House Committee on House Administration.
US-HR141,US,HR141,Introduced,2025-02-14,Providing amounts for the expenses of the Committee on Small Business in the One Hundred Nineteenth Congress.,Providing amounts for the expenses of the Committee on Small Business in the One Hundred Nineteenth Congress.,https://legiscan.com/US/bill/HR141/2025,Referred to the House Committee on House Administration.
US-HR142,US,HR142,Introduced,2025-02-18,Recognizing the 80th anniversary of the amphibious landing on the Japanese island of Iwo Jima during World War II and the raisings of the flag of the United States on Mount Suribachi.,Recognizing the 80th anniversary of the amphibious landing on the Japanese island of Iwo Jima during World War II and the raisings of the flag of the United States on Mount Suribachi.,https://legiscan.com/US/bill/HR142/2025,"Referred to the Committee on Armed Services, and in addition to the Committee on Foreign Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
US-HR143,US,HR143,Introduced,2025-02-18,"Impeaching Paul Engelmayer, judge of the United States District Court for the Southern District of New York, for high crimes and misdemeanors.","Impeaching Paul Engelmayer, judge of the United States District Court for the Southern District of New York, for high crimes and misdemeanors.",https://legiscan.com/US/bill/HR143/2025,Referred to the House Committee on the Judiciary.
US-HR144,US,HR144,Introduced,2025-02-21,"Expressing support for the designation of the month of March 2025 as ""National March into Literacy Month"".","Expressing support for the designation of the month of March 2025 as ""National March into Literacy Month"".",https://legiscan.com/US/bill/HR144/2025,Referred to the House Committee on Education and Workforce.
US-HR145,US,HR145,Introduced,2025-02-21,"Impeaching Paul Adam Engelmayer, United States District Court Judge for the Southern District of New York, for high crimes and misdemeanors.","Impeaching Paul Adam Engelmayer, United States District Court Judge for the Southern District of New York, for high crimes and misdemeanors.",https://legiscan.com/US/bill/HR145/2025,Referred to the House Committee on the Judiciary.
US-HR146,US,HR146,Introduced,2025-02-21,"Honoring the legacy of the Harlem Renaissance, a cultural, social, and political movement in American history.","Honoring the legacy of the Harlem Renaissance, a cultural, social, and political movement in American history.",https://legiscan.com/US/bill/HR146/2025,Referred to the House Committee on Oversight and Government Reform.
US-HR147,US,HR147,Introduced,2025-02-21,"Expressing support for designation of the third Friday of every March, as ""National FIRST Robotics Day"".","Expressing support for designation of the third Friday of every March, as ""National FIRST Robotics Day"".",https://legiscan.com/US/bill/HR147/2025,"Referred to the Committee on Science, Space, and Technology, and in addition to the Committee on Education and Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
US-HR148,US,HR148,Introduced,2025-02-21,"Expressing the sense of the House of Representatives regarding United Nations General Assembly Resolution 2758 (XXVI) and the harmful conflation of China's ""One China Principle"" and the United States' ""One China Policy"".","Expressing the sense of the House of Representatives regarding United Nations General Assembly Resolution 2758 (XXVI) and the harmful conflation of China's ""One China Principle"" and the United States' ""One China Policy"".",https://legiscan.com/US/bill/HR148/2025,Referred to the House Committee on Foreign Affairs.
US-HR149,US,HR149,Introduced,2025-02-21,Supporting the goals and ideals of International Mother Language Day in bringing attention to the importance of preserving linguistic and cultural heritage through education.,Supporting the goals and ideals of International Mother Language Day in bringing attention to the importance of preserving linguistic and cultural heritage through education.,https://legiscan.com/US/bill/HR149/2025,Referred to the House Committee on Oversight and Government Reform.
US-HR150,US,HR150,Introduced,2025-02-21,Providing amounts for the expenses of the Committee on House Administration in the One Hundred Nineteenth Congress.,Providing amounts for the expenses of the Committee on House Administration in the One Hundred Nineteenth Congress.,https://legiscan.com/US/bill/HR150/2025,Referred to the House Committee on House Administration.
US-HR151,US,HR151,Introduced,2025-02-21,"Expressing support for the designation of February 16, 2025, as ""International Black Aviation Professionals Day"".","Expressing support for the designation of February 16, 2025, as ""International Black Aviation Professionals Day"".",https://legiscan.com/US/bill/HR151/2025,"Referred to the Committee on Transportation and Infrastructure, and in addition to the Committee on Education and Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
US-HR152,US,HR152,Introduced,2025-02-24,Reaffirming the deep and steadfast United States-Canada partnership and the ties that bind the two countries in support of economic and national security.,Reaffirming the deep and steadfast United States-Canada partnership and the ties that bind the two countries in support of economic and national security.,https://legiscan.com/US/bill/HR152/2025,Referred to the House Committee on Foreign Affairs.
US-HR153,US,HR153,Introduced,2025-02-24,"Expressing condolences to the families, friends, and loved ones of the victims of the crash of American Eagle Flight 5342 and PAT 25, and for other purposes.","Expressing condolences to the families, friends, and loved ones of the victims of the crash of American Eagle Flight 5342 and PAT 25, and for other purposes.",https://legiscan.com/US/bill/HR153/2025,"Referred to the Committee on Transportation and Infrastructure, and in addition to the Committee on Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
US-HR154,US,HR154,Introduced,2025-02-24,"Commemorating the heroic sacrifices of the people of Ukraine 3 years after Russian President Vladimir Putin's illegal and unprovoked war against Ukraine on February 24, 2022, and recognizing the terrible cost of Russia's committing crimes against Humanity aggression.","Commemorating the heroic sacrifices of the people of Ukraine 3 years after Russian President Vladimir Putin's illegal and unprovoked war against Ukraine on February 24, 2022, and recognizing the terrible cost of Russia's committing crimes against Humanity aggression.",https://legiscan.com/US/bill/HR154/2025,Referred to the House Committee on Foreign Affairs.
US-HR155,US,HR155,Introduced,2025-02-24,"Reaffirming the United States unwavering support for Ukraine's sovereignty, independence, and territorial integrity as Russia's illegal full-scale invasion of Ukraine hits its third year.","Reaffirming the United States unwavering support for Ukraine's sovereignty, independence, and territorial integrity as Russia's illegal full-scale invasion of Ukraine hits its third year.",https://legiscan.com/US/bill/HR155/2025,Referred to the House Committee on Foreign Affairs.
US-HR156,US,HR156,Introduced,2025-02-24,Honoring the 25th anniversary of the partnership between Guam and the Republic of the Philippines under the State Partnership Program.,Honoring the 25th anniversary of the partnership between Guam and the Republic of the Philippines under the State Partnership Program.,https://legiscan.com/US/bill/HR156/2025,"Referred to the Committee on Foreign Affairs, and in addition to the Committee on Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
US-HR157,US,HR157,Introduced,2025-02-24,"Impeaching John Deacon Bates, a judge of the United States District Court for the District of Columbia, for high crimes and misdemeanors.","Impeaching John Deacon Bates, a judge of the United States District Court for the District of Columbia, for high crimes and misdemeanors.",https://legiscan.com/US/bill/HR157/2025,Referred to the House Committee on the Judiciary.
US-HR158,US,HR158,Introduced,2025-02-24,Recognizing three years of Ukraine defending its sovereign territory against the Russian Federation's second unprovoked assault and full-scale invasion.,Recognizing three years of Ukraine defending its sovereign territory against the Russian Federation's second unprovoked assault and full-scale invasion.,https://legiscan.com/US/bill/HR158/2025,Referred to the House Committee on Foreign Affairs.
US-HR159,US,HR159,Introduced,2025-02-24,"Expressing support for the designation of the week of February 24 through February 28, 2025, as ""Public Schools Week"".","Expressing support for the designation of the week of February 24 through February 28, 2025, as ""Public Schools Week"".",https://legiscan.com/US/bill/HR159/2025,Referred to the House Committee on Oversight and Government Reform.
US-HR160,US,HR160,Introduced,2025-02-24,"Recognizing January 2025 as ""National Mentoring Month"".","Recognizing January 2025 as ""National Mentoring Month"".",https://legiscan.com/US/bill/HR160/2025,Referred to the House Committee on Education and Workforce.
US-HR161,US,HR161,Introduced,2025-02-25,"Providing for consideration of the joint resolution (H.J. Res. 20) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Energy relating to ""Energy Conservation Program: Energy Conservation Standards for Consumer Gas-fired Instantaneous Water Heaters""; providing for consideration of the joint resolution (H.J. Res. 35) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""Waste Emissions Charge for Petroleum and Natural Gas Systems: Procedures for Facilitating Compliance, Including Netting and Exemptions""; and providing for consideration of the concurrent resolution (H. Con. Res. 14) establishing the congressional budget for the United States Government for fiscal year 2025 and setting forth the appropriate budgetary levels for fiscal years 2026 through 2034.","Providing for consideration of the joint resolution (H.J. Res. 20) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Energy relating to ""Energy Conservation Program: Energy Conservation Standards for Consumer Gas-fired Instantaneous Water Heaters""; providing for consideration of the joint resolution (H.J. Res. 35) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""Waste Emissions Charge for Petroleum and Natural Gas Systems: Procedures for Facilitating Compliance, Including Netting and Exemptions""; and providing for consideration of the concurrent resolution (H. Con. Res. 14) establishing the congressional budget for the United States Government for fiscal year 2025 and setting forth the appropriate budgetary levels for fiscal years 2026 through 2034.",https://legiscan.com/US/bill/HR161/2025,Motion to reconsider laid on the table Agreed to without objection.
US-HR162,US,HR162,Introduced,2025-02-25,Electing Members to certain standing committees of the House of Representatives.,Electing Members to certain standing committees of the House of Representatives.,https://legiscan.com/US/bill/HR162/2025,Motion to reconsider laid on the table Agreed to without objection.
US-HR163,US,HR163,Introduced,2025-02-25,"Expressing the sense of the House of Representatives that the goal of education in schools across America shall be that virtually every student in the United States achieves grade-level reading proficiency, providing them with the foundation to develop the skills and knowledge needed for success in school, work, and life.","Expressing the sense of the House of Representatives that the goal of education in schools across America shall be that virtually every student in the United States achieves grade-level reading proficiency, providing them with the foundation to develop the skills and knowledge needed for success in school, work, and life.",https://legiscan.com/US/bill/HR163/2025,Referred to the House Committee on Education and Workforce.
US-HR164,US,HR164,Introduced,2025-02-25,"Providing for the consideration of the resolution (H. Res. 23) permitting parental remote voting by proxy, and for other purposes.","Providing for the consideration of the resolution (H. Res. 23) permitting parental remote voting by proxy, and for other purposes.",https://legiscan.com/US/bill/HR164/2025,Referred to the House Committee on Rules.
US-HR165,US,HR165,Introduced,2025-02-25,"Expressing support for the designation of February 28, 2025, as Community Arts Education Day.","Expressing support for the designation of February 28, 2025, as Community Arts Education Day.",https://legiscan.com/US/bill/HR165/2025,Referred to the House Committee on Oversight and Government Reform.
US-HR166,US,HR166,Introduced,2025-02-26,"Expressing support for the Iranian people's desires for a democratic, secular, and nonnuclear Republic of Iran, and condemning the Iranian regime's terrorism, regional proxy war, internal suppression, and for other purposes.","Expressing support for the Iranian people's desires for a democratic, secular, and nonnuclear Republic of Iran, and condemning the Iranian regime's terrorism, regional proxy war, internal suppression, and for other purposes.",https://legiscan.com/US/bill/HR166/2025,Referred to the House Committee on Foreign Affairs.
US-HR167,US,HR167,Introduced,2025-02-26,To establish uniform standards for flag displays in the House of Representatives facilities.,To establish uniform standards for flag displays in the House of Representatives facilities.,https://legiscan.com/US/bill/HR167/2025,Referred to the House Committee on House Administration.
US-HR168,US,HR168,Introduced,2025-02-27,Reaffirming the United States commitment to respecting the sovereignty of Mexico and condemning calls for military action in Mexico without Mexico's consent and congressional authorization.,Reaffirming the United States commitment to respecting the sovereignty of Mexico and condemning calls for military action in Mexico without Mexico's consent and congressional authorization.,https://legiscan.com/US/bill/HR168/2025,Referred to the House Committee on Foreign Affairs.
US-HR169,US,HR169,Introduced,2025-02-27,Recognizing the Dominican community's presence and contributions to Washington Heights and Inwood.,Recognizing the Dominican community's presence and contributions to Washington Heights and Inwood.,https://legiscan.com/US/bill/HR169/2025,"Referred to the Committee on Oversight and Government Reform, and in addition to the Committee on Natural Resources, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
US-HR170,US,HR170,Introduced,2025-02-27,Expressing support for Americas Black workers and affirming the need to pass legislation to reduce inequalities and discrimination in the workforce.,Expressing support for Americas Black workers and affirming the need to pass legislation to reduce inequalities and discrimination in the workforce.,https://legiscan.com/US/bill/HR170/2025,Referred to the House Committee on Education and Workforce.
US-HR171,US,HR171,Introduced,2025-02-27,Reaffirming the Twenty-second Amendment.,Reaffirming the Twenty-second Amendment.,https://legiscan.com/US/bill/HR171/2025,Referred to the House Committee on the Judiciary.
US-HR172,US,HR172,Introduced,2025-02-27,Raising awareness for the sarcoma cancer chordoma.,Raising awareness for the sarcoma cancer chordoma.,https://legiscan.com/US/bill/HR172/2025,Referred to the House Committee on Energy and Commerce.
US-HR173,US,HR173,Introduced,2025-02-27,"Restoring the promise of freedom: honoring, preserving, and investing in Freedmen's Settlements.","Restoring the promise of freedom: honoring, preserving, and investing in Freedmen's Settlements.",https://legiscan.com/US/bill/HR173/2025,Referred to the House Committee on the Judiciary.
US-HR174,US,HR174,Introduced,2025-02-27,"Impeaching Amir Hatem Mahdy Ali, a judge of the United States District Court for the District of Columbia, for high crimes and misdemeanors.","Impeaching Amir Hatem Mahdy Ali, a judge of the United States District Court for the District of Columbia, for high crimes and misdemeanors.",https://legiscan.com/US/bill/HR174/2025,Referred to the House Committee on the Judiciary.
US-HR175,US,HR175,Introduced,2025-02-27,"Recognizing the seriousness of polycystic ovary syndrome (PCOS) and expressing support for the designation of the month of September as ""PCOS Awareness Month"".","Recognizing the seriousness of polycystic ovary syndrome (PCOS) and expressing support for the designation of the month of September as ""PCOS Awareness Month"".",https://legiscan.com/US/bill/HR175/2025,Referred to the House Committee on Energy and Commerce.
US-HR176,US,HR176,Introduced,2025-02-27,Encouraging the EU to DESIGNATE Resolution Encouraging the European Union to Determine that the European Union Should Sanction the Islamic Revolutionary Guard Corps Now As a Terrorist Entity Resolution,"Urging the European Union to expeditiously designate the Islamic Revolutionary Guard Corps as a terrorist organization under Common Position 931, and for other purposes.",https://legiscan.com/US/bill/HR176/2025,Referred to the House Committee on Foreign Affairs.
US-HCR1,US,HCR1,Held,2025-01-06,Regarding consent to assemble outside the seat of government.,Regarding consent to assemble outside the seat of government.,https://legiscan.com/US/bill/HCR1/2025,Received in the Senate.
US-HCR2,US,HCR2,Introduced,2025-01-03,Reclaiming Congress’s Constitutional Mandate in Trade Resolution,"Establishing the Joint Ad Hoc Committee on Trade Responsibilities to develop a plan under which the functions and responsibilities of the Office of the United States Trade Representative shall be moved to the legislative branch in accordance with article I, section 8 of the Constitution of the United States, and for other purposes.",https://legiscan.com/US/bill/HCR2/2025,"Referred to the Committee on Rules, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
US-HCR3,US,HCR3,Introduced,2025-01-13,Expressing support for the Geneva Consensus Declaration on Promoting Women's Health and Strengthening the Family and urging that the United States rejoin this historic declaration.,Expressing support for the Geneva Consensus Declaration on Promoting Women's Health and Strengthening the Family and urging that the United States rejoin this historic declaration.,https://legiscan.com/US/bill/HCR3/2025,Referred to the House Committee on Foreign Affairs.
US-HCR4,US,HCR4,Introduced,2025-01-28,Expressing the sense of Congress that tax-exempt fraternal benefit societies have historically provided and continue to provide critical benefits to the people and communities of the United States.,Expressing the sense of Congress that tax-exempt fraternal benefit societies have historically provided and continue to provide critical benefits to the people and communities of the United States.,https://legiscan.com/US/bill/HCR4/2025,Referred to the House Committee on Ways and Means.
US-HCR5,US,HCR5,Introduced,2025-01-28,Legislative Proxy and Absence Accommodation Resolution,"Establishing grounds under which Members of Congress may vote by proxy and remotely attend committee proceedings in the event of illness, a death in the family, jury service, military service, and other emergency situations, and for other purposes.",https://legiscan.com/US/bill/HCR5/2025,Referred to the House Committee on Rules.
US-HCR6,US,HCR6,Introduced,2025-01-28,Majority Rule Resolution,"Providing for certain procedures for bringing debate to a close on any question in the House of Representatives and Senate, and for other purposes.",https://legiscan.com/US/bill/HCR6/2025,Referred to the House Committee on Rules.
US-HCR7,US,HCR7,Introduced,2025-01-28,Establishing the Task Force on the Legislative Process.,Establishing the Task Force on the Legislative Process.,https://legiscan.com/US/bill/HCR7/2025,Referred to the House Committee on Rules.
US-HCR8,US,HCR8,Introduced,2025-02-06,"Expressing the sense of Congress that the United States should resume normal diplomatic relations with Taiwan, negotiate a bilateral free trade agreement with Taiwan, and support Taiwans membership in international organizations.","Expressing the sense of Congress that the United States should resume normal diplomatic relations with Taiwan, negotiate a bilateral free trade agreement with Taiwan, and support Taiwans membership in international organizations.",https://legiscan.com/US/bill/HCR8/2025,"Referred to the Committee on Foreign Affairs, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
US-HCR9,US,HCR9,Introduced,2025-02-06,Authorizing the use of the Capitol Grounds for the National Peace Officers Memorial Service and the National Honor Guard and Pipe Band Exhibition.,Authorizing the use of the Capitol Grounds for the National Peace Officers Memorial Service and the National Honor Guard and Pipe Band Exhibition.,https://legiscan.com/US/bill/HCR9/2025,Referred to the House Committee on Transportation and Infrastructure.
US-HCR10,US,HCR10,Introduced,2025-02-10,Establishing the congressional budget for the United States Government for fiscal year 2025 and setting forth the appropriate budgetary levels for fiscal years 2026 through 2034.,Establishing the congressional budget for the United States Government for fiscal year 2025 and setting forth the appropriate budgetary levels for fiscal years 2026 through 2034.,https://legiscan.com/US/bill/HCR10/2025,Referred to the House Committee on the Budget.
US-HCR11,US,HCR11,Held,2025-02-11,Providing for a joint session of Congress to receive a message from the President.,Providing for a joint session of Congress to receive a message from the President.,https://legiscan.com/US/bill/HCR11/2025,Message on Senate action sent to the House.
US-HCR12,US,HCR12,Introduced,2025-02-13,Supporting the Local Radio Freedom Act.,Supporting the Local Radio Freedom Act.,https://legiscan.com/US/bill/HCR12/2025,Referred to the House Committee on the Judiciary.
US-HCR13,US,HCR13,Introduced,2025-02-14,"Providing that George Washington's ""Farewell Address"" shall be read at the beginning of each Congress.","Providing that George Washington's ""Farewell Address"" shall be read at the beginning of each Congress.",https://legiscan.com/US/bill/HCR13/2025,Referred to the House Committee on Rules.
US-HCR14,US,HCR14,Introduced,2025-02-18,Establishing the congressional budget for the United States Government for fiscal year 2025 and setting forth the appropriate budgetary levels for fiscal years 2026 through 2034.,Establishing the congressional budget for the United States Government for fiscal year 2025 and setting forth the appropriate budgetary levels for fiscal years 2026 through 2034.,https://legiscan.com/US/bill/HCR14/2025,"On agreeing to the resolution, as amended Agreed to by the Yeas and Nays: 217 - 215 (Roll no. 50). (text: CR H818-823)"
US-HCR15,US,HCR15,Introduced,2025-02-24,"Calling an Article V Convention for proposing a Fiscal Responsibility Amendment to the United States Constitution and stipulating ratification by a vote of We the People, and for other purposes.","Calling an Article V Convention for proposing a Fiscal Responsibility Amendment to the United States Constitution and stipulating ratification by a vote of We the People, and for other purposes.",https://legiscan.com/US/bill/HCR15/2025,Referred to the House Committee on the Judiciary.
US-HCR16,US,HCR16,Introduced,2025-02-27,"Providing for a joint session of the Congress in Philadelphia, Pennsylvania, on Thursday, July 2, 2026, in honor of the semiquincentennial of the Declaration of Independence.","Providing for a joint session of the Congress in Philadelphia, Pennsylvania, on Thursday, July 2, 2026, in honor of the semiquincentennial of the Declaration of Independence.",https://legiscan.com/US/bill/HCR16/2025,Referred to the House Committee on the Judiciary.
US-HJR1,US,HJR1,Introduced,2025-01-03,Proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of nine justices.,Proposing an amendment to the Constitution of the United States to require that the Supreme Court of the United States be composed of nine justices.,https://legiscan.com/US/bill/HJR1/2025,Referred to the House Committee on the Judiciary.
US-HJR2,US,HJR2,Introduced,2025-01-03,Proposing a balanced budget amendment to the Constitution of the United States.,Proposing a balanced budget amendment to the Constitution of the United States.,https://legiscan.com/US/bill/HJR2/2025,Referred to the House Committee on the Judiciary.
US-HJR3,US,HJR3,Introduced,2025-01-03,Proposing an amendment to the Constitution of the United States relative to balancing the budget.,Proposing an amendment to the Constitution of the United States relative to balancing the budget.,https://legiscan.com/US/bill/HJR3/2025,Referred to the House Committee on the Judiciary.
US-HJR4,US,HJR4,Introduced,2025-01-03,Proposing an amendment to the Constitution of the United States to provide that debate upon legislation pending before the Senate may not be brought to a close without the concurrence of a minimum of three-fifths of the Senators.,Proposing an amendment to the Constitution of the United States to provide that debate upon legislation pending before the Senate may not be brought to a close without the concurrence of a minimum of three-fifths of the Senators.,https://legiscan.com/US/bill/HJR4/2025,Referred to the House Committee on the Judiciary.
US-HJR5,US,HJR5,Introduced,2025-01-03,Proposing an amendment to the Constitution of the United States to limit the number of terms an individual may serve as a Member of Congress.,Proposing an amendment to the Constitution of the United States to limit the number of terms an individual may serve as a Member of Congress.,https://legiscan.com/US/bill/HJR5/2025,Referred to the House Committee on the Judiciary.
US-HJR6,US,HJR6,Introduced,2025-01-03,Proposing an amendment to the Constitution of the United States to provide for balanced budgets for the Government.,Proposing an amendment to the Constitution of the United States to provide for balanced budgets for the Government.,https://legiscan.com/US/bill/HJR6/2025,Referred to the House Committee on the Judiciary.
US-HJR7,US,HJR7,Introduced,2025-01-03,Proposing an amendment to the Constitution of the United States to prohibit Members of Congress from receiving compensation during a fiscal year unless both Houses of Congress have agreed to a concurrent resolution on the budget for that fiscal year prior to the beginning of that fiscal year.,Proposing an amendment to the Constitution of the United States to prohibit Members of Congress from receiving compensation during a fiscal year unless both Houses of Congress have agreed to a concurrent resolution on the budget for that fiscal year prior to the beginning of that fiscal year.,https://legiscan.com/US/bill/HJR7/2025,Referred to the House Committee on the Judiciary.
US-HJR8,US,HJR8,Introduced,2025-01-03,Proposing an amendment to the Constitution of the United States to provide certain line item veto authority to the President.,Proposing an amendment to the Constitution of the United States to provide certain line item veto authority to the President.,https://legiscan.com/US/bill/HJR8/2025,Referred to the House Committee on the Judiciary.
US-HJR9,US,HJR9,Introduced,2025-01-03,Proposing an amendment to the Constitution of the United States prohibiting the United States Government from increasing its debt except for a specific purpose by law adopted by three-fourths of the membership of each House of Congress.,Proposing an amendment to the Constitution of the United States prohibiting the United States Government from increasing its debt except for a specific purpose by law adopted by three-fourths of the membership of each House of Congress.,https://legiscan.com/US/bill/HJR9/2025,Referred to the House Committee on the Judiciary.
US-HJR10,US,HJR10,Introduced,2025-01-03,Proposing a balanced budget amendment to the Constitution of the United States.,Proposing a balanced budget amendment to the Constitution of the United States.,https://legiscan.com/US/bill/HJR10/2025,Referred to the House Committee on the Judiciary.
US-HJR11,US,HJR11,Introduced,2025-01-03,.Proposing a balanced budget amendment to the Constitution requiring that each agency and department's funding is justified.,.Proposing a balanced budget amendment to the Constitution requiring that each agency and department's funding is justified.,https://legiscan.com/US/bill/HJR11/2025,Referred to the House Committee on the Judiciary.
US-HJR12,US,HJR12,Introduced,2025-01-06,Proposing an amendment to the Constitution of the United States to limit the number of terms that a Member of Congress may serve.,Proposing an amendment to the Constitution of the United States to limit the number of terms that a Member of Congress may serve.,https://legiscan.com/US/bill/HJR12/2025,Referred to the House Committee on the Judiciary.
US-HJR13,US,HJR13,Introduced,2025-01-09,Proposing an amendment to the Constitution of the United States limiting the pardon power of the President.,Proposing an amendment to the Constitution of the United States limiting the pardon power of the President.,https://legiscan.com/US/bill/HJR13/2025,Referred to the House Committee on the Judiciary.
US-HJR14,US,HJR14,Introduced,2025-01-09,Proposing an amendment to the Constitution of the United States to repeal the sixteenth article of amendment.,Proposing an amendment to the Constitution of the United States to repeal the sixteenth article of amendment.,https://legiscan.com/US/bill/HJR14/2025,Referred to the House Committee on the Judiciary.
US-HJR15,US,HJR15,Introduced,2025-01-09,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Energy relating to ""Energy Conservation Program: Energy Conservation Standards for Commercial Water Heating Equipment"".","Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Energy relating to ""Energy Conservation Program: Energy Conservation Standards for Commercial Water Heating Equipment"".",https://legiscan.com/US/bill/HJR15/2025,Referred to the House Committee on Energy and Commerce.
US-HJR16,US,HJR16,Introduced,2025-01-09,Proposing an amendment to the Constitution of the United States extending the right to vote to citizens sixteen years of age or older.,Proposing an amendment to the Constitution of the United States extending the right to vote to citizens sixteen years of age or older.,https://legiscan.com/US/bill/HJR16/2025,Referred to the House Committee on the Judiciary.
US-HJR17,US,HJR17,Introduced,2025-01-13,Proposing a balanced budget amendment to the Constitution of the United States.,Proposing a balanced budget amendment to the Constitution of the United States.,https://legiscan.com/US/bill/HJR17/2025,Referred to the House Committee on the Judiciary.
US-HJR18,US,HJR18,Introduced,2025-01-13,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""National Primary Drinking Water Regulations for Lead and Copper: Improvements (LCRI)"".","Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Environmental Protection Agency relating to ""National Primary Drinking Water Regulations for Lead and Copper: Improvements (LCRI)"".",https://legiscan.com/US/bill/HJR18/2025,Referred to the House Committee on Energy and Commerce.
